COD_ZONA,CONDICAO_ATIVIDADE,QTD
14,Em Licença Médica,79.85193189373814
14,Aposentado,162.54601353713275
14,Sem Trabalho,94.12408495256167
14,Nunca Trabalhou,292.165790398482
14,Dona de Casa,125.82858559772296
14,Estudante,514.475045833933
15,Ocupado,4431.58343360929
15,Faz Bico,381.0864531715424
15,Em Licença Médica,229.2216066090425
15,Aposentado,408.17735693484053
15,Sem Trabalho,506.4213406269596
15,Nunca Trabalhou,737.813029322963
15,Dona de Casa,681.7611158828037
15,Estudante,1050.937769932811
16,Ocupado,6010.05873142631
16,Faz Bico,215.2592012195123
16,Em Licença Médica,173.88140710115957
16,Aposentado,1338.5096228392852
16,Sem Trabalho,786.4846624629307
16,Nunca Trabalhou,1060.8850030898589
16,Dona de Casa,339.23193344262296
16,Estudante,2192.6874859965696
17,Ocupado,3925.0572071937627
17,Faz Bico,115.20985824630581
17,Em Licença Médica,0
17,Aposentado,458.6061125096886
17,Sem Trabalho,538.9797533668315
17,Nunca Trabalhou,629.5680567064053
17,Dona de Casa,338.86538329458176
17,Estudante,973.7139492512335
18,Ocupado,8568.729557775767
18,Faz Bico,1727.6362312418394
18,Em Licença Médica,0
18,Aposentado,1992.0686742180023
18,Sem Trabalho,907.827567748834
18,Nunca Trabalhou,1217.537257242579
18,Dona de Casa,1682.4203103564287
18,Estudante,3143.784417121842
19,Ocupado,10159.836576501577
19,Faz Bico,1083.632943304399
19,Em Licença Médica,113.1792925887852
19,Aposentado,2522.9823209526126
19,Sem Trabalho,1485.5885985648126
19,Nunca Trabalhou,1311.9536631320616
19,Dona de Casa,1046.8055810037085
19,Estudante,3008.0211608618483
20,Ocupado,12775.269441688732
20,Faz Bico,702.873126954506
20,Em Licença Médica,364.9353209433962
20,Aposentado,1873.7177908092715
20,Sem Trabalho,2574.222382929989
20,Nunca Trabalhou,1307.5592413553252
20,Dona de Casa,762.4354858089623
20,Estudante,2701.992012135675
21,Ocupado,9358.070336222601
21,Faz Bico,992.3160438757345
21,Em Licença Médica,0
21,Aposentado,1331.0191803897599
21,Sem Trabalho,1005.8540104887478
21,Nunca Trabalhou,1059.6876641917825
21,Dona de Casa,1562.6508759143849
21,Estudante,3381.4004089186283
22,Ocupado,6619.033029615945
22,Faz Bico,731.2484632835167
22,Em Licença Médica,216.64286802499996
22,Aposentado,1761.4719510195055
22,Sem Trabalho,494.99581302499996
22,Nunca Trabalhou,772.3574827582418
22,Dona de Casa,1020.7975650074177
22,Estudante,2006.4542578107144
23,Ocupado,2851.8787994767936
23,Faz Bico,346.17771216877605
23,Em Licença Médica,0
23,Aposentado,802.3097226666662
23,Sem Trabalho,217.12364281856523
23,Nunca Trabalhou,302.2981557299576
23,Dona de Casa,130.6693204388185
23,Estudante,681.5423821097041
24,Ocupado,5656.756813054265
24,Faz Bico,159.74749134042554
24,Em Licença Médica,0
24,Aposentado,1962.939984711702
24,Sem Trabalho,1031.0906373829787
24,Nunca Trabalhou,647.6278644
24,Dona de Casa,466.04408503085114
24,Estudante,1498.797029518085
25,Ocupado,10733.13051596518
25,Faz Bico,1204.9656037812063
25,Em Licença Médica,0
25,Aposentado,2059.8438107377283
25,Sem Trabalho,657.2990056549788
25,Nunca Trabalhou,1045.9735022492987
25,Dona de Casa,655.8444961573164
25,Estudante,2043.9450581979902
26,Ocupado,8701.263632403814
26,Faz Bico,402.29683950028374
26,Em Licença Médica,0
26,Aposentado,1308.287291740216
26,Sem Trabalho,1087.6890464821333
26,Nunca Trabalhou,889.8598200731709
26,Dona de Casa,557.3923050323315
26,Estudante,1334.2096749535406
27,Ocupado,10245.895347664453
27,Faz Bico,93.5439886476189
27,Em Licença Médica,0
27,Aposentado,2523.152564272724
27,Sem Trabalho,659.1276222515146
27,Nunca Trabalhou,996.804849307358
27,Dona de Casa,676.2229434320337
27,Estudante,2341.254980388309
28,Ocupado,5173.133474579412
28,Faz Bico,303.8221089529414
28,Em Licença Médica,67.0326192000001
28,Aposentado,1256.554860173531
28,Sem Trabalho,283.5487947000002
28,Nunca Trabalhou,515.4552419750004
28,Dona de Casa,227.27308875000023
28,Estudante,1241.1819203779423
29,Ocupado,7839.146801429173
29,Faz Bico,0
29,Em Licença Médica,0
29,Aposentado,1768.870644246971
29,Sem Trabalho,987.0774632516309
29,Nunca Trabalhou,753.2311958294499
29,Dona de Casa,55.40952375862074
29,Estudante,1847.2629727497663
30,Ocupado,11218.851206792739
30,Faz Bico,502.9056832006566
30,Em Licença Médica,222.19826210526236
30,Aposentado,2496.0963885690717
30,Sem Trabalho,754.7628597335505
30,Nunca Trabalhou,778.2137696842079
30,Dona de Casa,791.0038737828919
30,Estudante,2690.9707440493335
31,Ocupado,11542.554751656444
31,Faz Bico,686.9708846685216
31,Em Licença Médica,0
31,Aposentado,3724.7527652393305
31,Sem Trabalho,955.6381654885583
31,Nunca Trabalhou,914.541927146567
31,Dona de Casa,202.3506288685837
31,Estudante,2007.185738902906
32,Ocupado,4616.99794798131
32,Faz Bico,142.2546778085111
32,Em Licença Médica,176.94680842186372
32,Aposentado,1455.1186880458586
32,Sem Trabalho,486.3491647212041
32,Nunca Trabalhou,342.24591620102757
32,Dona de Casa,429.373158535217
32,Estudante,906.7130597131353
33,Ocupado,1136.5495983148107
33,Faz Bico,13.594001518518471
33,Em Licença Médica,13.594001518518471
33,Aposentado,244.46728337036967
33,Sem Trabalho,27.188003037036943
33,Nunca Trabalhou,79.9264590740738
33,Dona de Casa,66.24266440740718
33,Estudante,257.4375460370361
34,Ocupado,4297.961435875491
34,Faz Bico,203.52133041245202
34,Em Licença Médica,0
34,Aposentado,1066.1845288715995
34,Sem Trabalho,271.99768331517595
34,Nunca Trabalhou,302.24529214007885
34,Dona de Casa,443.175570428017
34,Estudante,970.9120715019485
35,Ocupado,19240.529000378632
35,Faz Bico,1025.1815752334585
35,Em Licença Médica,236.51222793333343
35,Aposentado,5301.220354926127
35,Sem Trabalho,4100.654632528695
35,Nunca Trabalhou,2234.78039067857
35,Dona de Casa,2525.3047303084572
35,Estudante,5367.813423306264
36,Ocupado,23463.279128695
36,Faz Bico,1015.7869314547622
36,Em Licença Médica,115.62552748809487
36,Aposentado,6117.425932581564
36,Sem Trabalho,1826.3359079319396
36,Nunca Trabalhou,2405.7167890157116
36,Dona de Casa,2145.7161415471396
36,Estudante,6004.127601065559
37,Ocupado,2265.7256082754293
37,Faz Bico,230.1934511249999
37,Em Licença Médica,57.168727312499975
37,Aposentado,637.1592572819262
37,Sem Trabalho,189.10715764366876
37,Nunca Trabalhou,257.18509140503227
37,Dona de Casa,409.3786335560063
37,Estudante,561.0819883268397
38,Ocupado,1941.3805908857134
38,Faz Bico,31.887909514285695
38,Em Licença Médica,0
38,Aposentado,536.5171158428566
38,Sem Trabalho,150.3144762857142
38,Nunca Trabalhou,334.8095014285713
38,Dona de Casa,187.3436385857142
38,Estudante,603.7467133714281
39,Ocupado,4636.848391272721
39,Faz Bico,0
39,Em Licença Médica,114.84110029579821
39,Aposentado,1097.6003250890744
39,Sem Trabalho,757.1740458262791
39,Nunca Trabalhou,789.1138284446135
39,Dona de Casa,396.0140769576772
39,Estudante,1565.4055576739486
40,Ocupado,3670.972841403898
40,Faz Bico,147.38728145714268
40,Em Licença Médica,16.315477392857122
40,Aposentado,862.198681133656
40,Sem Trabalho,622.156473761688
40,Nunca Trabalhou,697.0150673554108
40,Dona de Casa,448.3012738582248
40,Estudante,1413.6521053940464
41,Ocupado,9664.166645016026
41,Faz Bico,278.26653333900174
41,Em Licença Médica,372.0461184940268
41,Aposentado,3486.538870257557
41,Sem Trabalho,1712.3224372108011
41,Nunca Trabalhou,1893.1007205111714
41,Dona de Casa,1578.6223099055358
41,Estudante,3065.9319399651254
42,Ocupado,2608.6139750915013
42,Faz Bico,175.5972540522876
42,Em Licença Médica,0
42,Aposentado,548.8963035372551
42,Sem Trabalho,356.6209989882352
42,Nunca Trabalhou,449.33216081568617
42,Dona de Casa,212.6807968601307
42,Estudante,976.2594570013073
43,Ocupado,15258.389426156406
43,Faz Bico,959.7878772872559
43,Em Licença Médica,0
43,Aposentado,3979.5851503290546
43,Sem Trabalho,1522.5890346426465
43,Nunca Trabalhou,1569.7477730953487
43,Dona de Casa,1212.9818255509347
43,Estudante,3454.922888824583
44,Ocupado,7445.788008114275
44,Faz Bico,563.1399735999998
44,Em Licença Médica,0
44,Aposentado,4106.308820028568
44,Sem Trabalho,1329.694665285712
44,Nunca Trabalhou,1164.213282399998
44,Dona de Casa,1236.7966992285703
44,Estudante,2504.057103399997
45,Ocupado,13942.881438582675
45,Faz Bico,529.9305236777096
45,Em Licença Médica,0
45,Aposentado,5541.334521360292
45,Sem Trabalho,2582.0770998502903
45,Nunca Trabalhou,2005.8136712786204
45,Dona de Casa,2368.3708070833427
45,Estudante,6300.591020197071
46,Ocupado,14780.68141974757
46,Faz Bico,2124.1171026131788
46,Em Licença Médica,356.76920802531635
46,Aposentado,6989.0306822550265
46,Sem Trabalho,2125.128873244229
46,Nunca Trabalhou,2806.7830189374527
46,Dona de Casa,2599.387610322784
46,Estudante,4488.098001767684
47,Ocupado,11477.104685549208
47,Faz Bico,2121.475172679237
47,Em Licença Médica,0
47,Aposentado,3964.264563381318
47,Sem Trabalho,833.288931634653
47,Nunca Trabalhou,1289.0679524724187
47,Dona de Casa,383.4518865822388
47,Estudante,2934.3522593522334
48,Ocupado,9458.875384127332
48,Faz Bico,1641.6384355465707
48,Em Licença Médica,0
48,Aposentado,3977.6708907060065
48,Sem Trabalho,1501.9480229516323
48,Nunca Trabalhou,1340.680199608244
48,Dona de Casa,1892.2166916313024
48,Estudante,4110.972995225214
49,Ocupado,7778.071913172563
49,Faz Bico,194.5574021701148
49,Em Licença Médica,0
49,Aposentado,1651.4528281827204
49,Sem Trabalho,965.067273626844
49,Nunca Trabalhou,627.1596507218387
49,Dona de Casa,413.0138553781235
49,Estudante,1756.6748927424528
50,Ocupado,4917.266599922304
50,Faz Bico,23.06458483333333
50,Em Licença Médica,33.39651733333332
50,Aposentado,1275.3322158169622
50,Sem Trabalho,678.9083960672057
50,Nunca Trabalhou,503.85049821407733
50,Dona de Casa,488.873323403227
50,Estudante,975.3087973489752
51,Ocupado,7679.9587736011645
51,Faz Bico,1101.8416011498573
51,Em Licença Médica,0
51,Aposentado,2754.6821972274925
51,Sem Trabalho,1284.3787486085432
51,Nunca Trabalhou,821.9961818087171
51,Dona de Casa,340.7106012439813
51,Estudante,2101.4278825462984
52,Ocupado,6504.180616302559
52,Faz Bico,478.9137614794873
52,Em Licença Médica,53.42232683076918
52,Aposentado,1253.7389237213672
52,Sem Trabalho,330.5853184418804
52,Nunca Trabalhou,475.31260722735044
52,Dona de Casa,106.84465366153836
52,Estudante,942.0043596820511
53,Ocupado,6293.415267843203
53,Faz Bico,51.158085539682595
53,Em Licença Médica,0
53,Aposentado,3127.819411981809
53,Sem Trabalho,972.4957701211774
53,Nunca Trabalhou,622.8024150793657
53,Dona de Casa,650.6939892977163
53,Estudante,1574.614789943478
54,Ocupado,4748.209065847109
54,Faz Bico,121.35755699248092
54,Em Licença Médica,32.436979819548796
54,Aposentado,1407.8021969853783
54,Sem Trabalho,200.9263032364242
54,Nunca Trabalhou,481.64659373558834
54,Dona de Casa,311.71390246950665
54,Estudante,1410.9073786842089
55,Ocupado,8039.9820842830495
55,Faz Bico,1797.150519593417
55,Em Licença Médica,0
55,Aposentado,1549.8729400966397
55,Sem Trabalho,630.8840739977372
55,Nunca Trabalhou,727.0477280597205
55,Dona de Casa,445.1557172016961
55,Estudante,2327.9057615572906
56,Ocupado,11771.480777615358
56,Faz Bico,506.5811011880339
56,Em Licença Médica,0
56,Aposentado,3279.777703773497
56,Sem Trabalho,1360.4155912361095
56,Nunca Trabalhou,1012.7974974358953
56,Dona de Casa,953.2096250438022
56,Estudante,2732.7349311057633
57,Ocupado,13379.47805636825
57,Faz Bico,274.32231958709673
57,Em Licença Médica,137.16115979354836
57,Aposentado,4660.971455700783
57,Sem Trabalho,928.6352472774191
57,Nunca Trabalhou,1379.2420198374887
57,Dona de Casa,573.1870467612903
57,Estudante,3001.005714801395
58,Ocupado,15868.335183335988
58,Faz Bico,652.3295952256726
58,Em Licença Médica,88.2316091925463
58,Aposentado,4632.558254701958
58,Sem Trabalho,1995.276765055145
58,Nunca Trabalhou,1507.9811363145764
58,Dona de Casa,1693.082049084806
58,Estudante,4341.2086104977425
59,Ocupado,25975.980583916935
59,Faz Bico,1830.582705330447
59,Em Licença Médica,471.74291908917445
59,Aposentado,8514.938378630079
59,Sem Trabalho,3200.554004698394
59,Nunca Trabalhou,2584.1801555770508
59,Dona de Casa,2381.6538436194433
59,Estudante,7785.3743794054635
60,Ocupado,11656.792752136604
60,Faz Bico,90.34916637160903
60,Em Licença Médica,340.703481018617
60,Aposentado,4288.789642091172
60,Sem Trabalho,521.4018137618351
60,Nunca Trabalhou,1080.7555224575822
60,Dona de Casa,599.0839464632467
60,Estudante,3481.1270785457255
61,Ocupado,15781.339343048468
61,Faz Bico,790.7648386766195
61,Em Licença Médica,0
61,Aposentado,3793.990316547606
61,Sem Trabalho,540.9173847887322
61,Nunca Trabalhou,1376.7267184225345
61,Dona de Casa,1133.433212229859
61,Estudante,4682.821473442252
62,Ocupado,2557.5495104695206
62,Faz Bico,165.65106207317123
62,Em Licença Médica,23.137078884146412
62,Aposentado,679.8860009024411
62,Sem Trabalho,248.97135820731782
62,Nunca Trabalhou,208.1902349451226
62,Dona de Casa,94.47363384756126
62,Estudante,587.1395572353673
63,Ocupado,1250.1777910886044
63,Faz Bico,4.957377459915596
63,Em Licença Médica,0
63,Aposentado,283.4056515189865
63,Sem Trabalho,60.74123397468337
63,Nunca Trabalhou,105.72723224472544
63,Dona de Casa,75.40458227848079
63,Estudante,318.58551147679236
64,Ocupado,19332.971734487714
64,Faz Bico,538.3910782999028
64,Em Licença Médica,105.98995762119738
64,Aposentado,4691.58377942325
64,Sem Trabalho,1708.2820192403115
64,Nunca Trabalhou,1522.5932857689952
64,Dona de Casa,1182.1513234438116
64,Estudante,4304.024149521878
65,Ocupado,14730.554080482
65,Faz Bico,301.99970883534206
65,Em Licença Médica,0
65,Aposentado,4609.615468433746
65,Sem Trabalho,1421.473593493979
65,Nunca Trabalhou,1389.5111643373525
65,Dona de Casa,901.8225583132551
65,Estudante,3505.0277409638643
66,Ocupado,6495.581812923894
66,Faz Bico,51.266710956521514
66,Em Licença Médica,102.53342191304303
66,Aposentado,1357.3620470892806
66,Sem Trabalho,343.7854685217377
66,Nunca Trabalhou,498.15144321428403
66,Dona de Casa,537.9996538416129
66,Estudante,1536.3200329122624
67,Ocupado,5835.530747596677
67,Faz Bico,214.01393435064932
67,Em Licença Médica,0
67,Aposentado,1541.119371206349
67,Sem Trabalho,610.6624823102453
67,Nunca Trabalhou,606.2495043506493
67,Dona de Casa,354.98020470779215
67,Estudante,1411.4417055194804
68,Ocupado,17332.18219987687
68,Faz Bico,346.91687095020575
68,Em Licença Médica,0
68,Aposentado,3482.179502601644
68,Sem Trabalho,745.8769250912826
68,Nunca Trabalhou,1430.5735730290387
68,Dona de Casa,321.5235543236498
68,Estudante,3800.753689792512
69,Ocupado,6013.798801870334
69,Faz Bico,30.641910821705427
69,Em Licença Médica,0
69,Aposentado,1466.8969850105707
69,Sem Trabalho,331.5019425736434
69,Nunca Trabalhou,522.0605041860465
69,Dona de Casa,534.6885142945738
69,Estudante,1121.4134022980973
70,Ocupado,5492.90724847435
70,Faz Bico,209.82762633928547
70,Em Licença Médica,0
70,Aposentado,1850.1397115151076
70,Sem Trabalho,872.0998574972522
70,Nunca Trabalhou,609.687074086538
70,Dona de Casa,925.3328477078746
70,Estudante,1743.0064925279298
71,Ocupado,15414.591761684174
71,Faz Bico,170.06242199999983
71,Em Licença Médica,0
71,Aposentado,4143.409253842101
71,Sem Trabalho,2269.3608486315766
71,Nunca Trabalhou,1651.8471615789458
71,Dona de Casa,854.7243136578942
71,Estudante,3939.000186355261
72,Ocupado,5033.185648450159
72,Faz Bico,502.63490952952407
72,Em Licença Médica,0
72,Aposentado,1357.8315737057155
72,Sem Trabalho,720.3350518209529
72,Nunca Trabalhou,681.2715676041273
72,Dona de Casa,365.75898687746053
72,Estudante,1430.9798572977784
73,Ocupado,4816.387462395471
73,Faz Bico,270.83244649111816
73,Em Licença Médica,0
73,Aposentado,1290.4542912150155
73,Sem Trabalho,775.5400595812237
73,Nunca Trabalhou,456.26265500024135
73,Dona de Casa,388.6307445602444
73,Estudante,759.8912265515636
74,Ocupado,6812.371657928217
74,Faz Bico,232.45560270295357
74,Em Licença Médica,120.88797808280293
74,Aposentado,2745.468717116395
74,Sem Trabalho,462.02418517487104
74,Nunca Trabalhou,634.7191387643333
74,Dona de Casa,86.53547491719773
74,Estudante,1670.537308546039
75,Ocupado,7174.816500595073
75,Faz Bico,92.52131506382949
75,Em Licença Médica,0
75,Aposentado,2849.194676480976
75,Sem Trabalho,966.5669958691142
75,Nunca Trabalhou,852.9214767659546
75,Dona de Casa,712.14173265248
75,Estudante,1628.8389325028973
76,Ocupado,5760.299016263481
76,Faz Bico,255.8344706225155
76,Em Licença Médica,0
76,Aposentado,1704.875497942481
76,Sem Trabalho,677.7032423488994
76,Nunca Trabalhou,513.0277724437066
76,Dona de Casa,545.8337056127551
76,Estudante,1450.4235836814164
77,Ocupado,10414.3509878233
77,Faz Bico,246.81649473684146
77,Em Licença Médica,157.30554261654095
77,Aposentado,4633.32503789473
77,Sem Trabalho,1347.8525915777886
77,Nunca Trabalhou,987.9594424650084
77,Dona de Casa,879.4244885263145
77,Estudante,2338.963264938398
78,Ocupado,11588.18543716089
78,Faz Bico,77.30199601673645
78,Em Licença Médica,89.78078404184106
78,Aposentado,3717.013794209971
78,Sem Trabalho,1038.4041405774067
78,Nunca Trabalhou,977.1419151464443
78,Dona de Casa,368.0703894400915
78,Estudante,2920.098565866111
79,Ocupado,6388.654816357233
79,Faz Bico,93.69491985130112
79,Em Licença Médica,0
79,Aposentado,1932.5695688684023
79,Sem Trabalho,254.9383401933086
79,Nunca Trabalhou,538.7930743791821
79,Dona de Casa,193.92126453717475
79,Estudante,1287.4273615278819
80,Ocupado,10714.664470616479
80,Faz Bico,381.03947599136166
80,Em Licença Médica,253.86786220536038
80,Aposentado,3529.143662596907
80,Sem Trabalho,669.5426433202509
80,Nunca Trabalhou,913.0100086307078
80,Dona de Casa,479.08004229841583
80,Estudante,2750.6557033314098
81,Ocupado,7321.393298507446
81,Faz Bico,267.12542425373147
81,Em Licença Médica,0
81,Aposentado,1960.9371067164177
81,Sem Trabalho,446.70501305970174
81,Nunca Trabalhou,586.5408979477613
81,Dona de Casa,410.12890690298525
81,Estudante,1657.1734591417917
82,Ocupado,6218.391946126262
82,Faz Bico,116.06289363383834
82,Em Licença Médica,0
82,Aposentado,2283.7139270467164
82,Sem Trabalho,517.698498266414
82,Nunca Trabalhou,522.1837174431816
82,Dona de Casa,135.55662215277778
82,Estudante,1468.390885631313
83,Ocupado,11438.555094811283
83,Faz Bico,467.54173112138415
83,Em Licença Médica,424.27914053034596
83,Aposentado,3966.6788386660137
83,Sem Trabalho,986.0760987104622
83,Nunca Trabalhou,1128.4162006993668
83,Dona de Casa,870.955629185183
83,Estudante,2992.499914841463
84,Ocupado,8124.911655035986
84,Faz Bico,443.1147744598095
84,Em Licença Médica,0
84,Aposentado,2825.436484952949
84,Sem Trabalho,1126.1031730324507
84,Nunca Trabalhou,918.7488645787832
84,Dona de Casa,679.4578014823178
84,Estudante,2439.2259961479226
85,Ocupado,2970.375275923609
85,Faz Bico,0
85,Em Licença Médica,0
85,Aposentado,668.6168888680559
85,Sem Trabalho,191.97127240277794
85,Nunca Trabalhou,229.69325788888912
85,Dona de Casa,267.14478952777796
85,Estudante,705.1989872326395
86,Ocupado,1795.9055983987794
86,Faz Bico,47.074955631901915
86,Em Licença Médica,113.60517000000007
86,Aposentado,673.323299871166
86,Sem Trabalho,175.69800708588977
86,Nunca Trabalhou,185.8736623803684
86,Dona de Casa,98.1732521411044
86,Estudante,639.3464685644183
87,Ocupado,9017.55271931398
87,Faz Bico,184.5776212765314
87,Em Licença Médica,50.41795460738296
87,Aposentado,2154.960358547933
87,Sem Trabalho,918.7027885179347
87,Nunca Trabalhou,788.0960311367481
87,Dona de Casa,759.2281536583481
87,Estudante,2480.4618337146717
88,Ocupado,27886.449971395377
88,Faz Bico,121.65232135793424
88,Em Licença Médica,223.13408984615393
88,Aposentado,5937.158674955842
88,Sem Trabalho,1246.5312043849049
88,Nunca Trabalhou,2069.9319193641845
88,Dona de Casa,1187.554195218853
88,Estudante,6683.593067265808
89,Ocupado,7303.480593904765
89,Faz Bico,1065.2592120952381
89,Em Licença Médica,0
89,Aposentado,2691.0622788928576
89,Sem Trabalho,200.56748692857138
89,Nunca Trabalhou,638.604581142857
89,Dona de Casa,0
89,Estudante,2094.02445777381
90,Ocupado,7296.8458593165315
90,Faz Bico,305.27749905821764
90,Em Licença Médica,0
90,Aposentado,2402.9284441127998
90,Sem Trabalho,408.5089170761929
90,Nunca Trabalhou,603.8749406297904
90,Dona de Casa,260.5203846636708
90,Estudante,1954.0459763550114
91,Ocupado,922.6746362882111
91,Faz Bico,29.068067417937442
91,Em Licença Médica,25.12371369863011
91,Aposentado,344.48643911088135
91,Sem Trabalho,177.41692521581786
91,Nunca Trabalhou,151.3109195140862
91,Dona de Casa,311.5430699121216
91,Estudante,388.37623500387673
92,Ocupado,144.2049293076928
92,Faz Bico,11.431570500000031
92,Em Licença Médica,3.8105235000000106
92,Aposentado,66.1398583846156
92,Sem Trabalho,11.735638269230803
92,Nunca Trabalhou,24.929806153846226
92,Dona de Casa,12.752150884615421
92,Estudante,48.99558842307706
93,Ocupado,3932.2338239375854
93,Faz Bico,310.0322214927585
93,Em Licença Médica,0
93,Aposentado,1587.4734727851062
93,Sem Trabalho,483.30773567938206
93,Nunca Trabalhou,581.54896878308125
93,Dona de Casa,673.5383694287234
93,Estudante,1463.8634105037097
94,Ocupado,2200.577104838305
94,Faz Bico,77.61838402376512
94,Em Licença Médica,0
94,Aposentado,529.4584424580614
94,Sem Trabalho,203.4186038797763
94,Nunca Trabalhou,257.09974493103465
94,Dona de Casa,30.789401862068985
94,Estudante,694.039369020037
95,Ocupado,8770.705853627778
95,Faz Bico,401.431980600001
95,Em Licença Médica,410.0366674444445
95,Aposentado,3324.712259600009
95,Sem Trabalho,808.8773815500019
95,Nunca Trabalhou,713.8936980000017
95,Dona de Casa,467.62388085000117
95,Estudante,2759.715662338894
96,Ocupado,3599.61569087778
96,Faz Bico,236.31049742222257
96,Em Licença Médica,59.07762435555564
96,Aposentado,1160.7651020555581
96,Sem Trabalho,350.4048522666672
96,Nunca Trabalhou,291.5494188444449
96,Dona de Casa,421.10575376111166
96,Estudante,1092.1684955222238
97,Ocupado,8102.59003261268
97,Faz Bico,30.770913117318308
97,Em Licença Médica,30.770913117318308
97,Aposentado,2858.442857254741
97,Sem Trabalho,1534.6215085906867
97,Nunca Trabalhou,702.3331918156395
97,Dona de Casa,987.1158774400346
97,Estudante,2363.35585427597
98,Ocupado,1044.3277388592594
98,Faz Bico,46.81476488888883
98,Em Licença Médica,0
98,Aposentado,407.3884702222216
98,Sem Trabalho,287.86095548148114
98,Nunca Trabalhou,122.91463608888881
98,Dona de Casa,79.28333180740734
98,Estudante,463.4097651703699
99,Ocupado,3435.2269139083114
99,Faz Bico,393.1922752103764
99,Em Licença Médica,0
99,Aposentado,1365.0030683141426
99,Sem Trabalho,975.2202608223167
99,Nunca Trabalhou,511.78064603340414
99,Dona de Casa,685.8470325039086
99,Estudante,753.7287987405823
100,Ocupado,9615.176798748204
100,Faz Bico,818.2370312556927
100,Em Licença Médica,0
100,Aposentado,3283.2372711151584
100,Sem Trabalho,1285.9296736161352
100,Nunca Trabalhou,1172.5180635588813
100,Dona de Casa,202.33416528301876
100,Estudante,2976.570475300586
101,Ocupado,10881.768148517845
101,Faz Bico,289.8205312500001
