COD_ZONA,EMPREGOS_POR_VINCULO_EMPREGATICIO,QTD
14,Profissional Liberal,75.18137104863615
14,Dono de Negócio Familiar,1946.8475980591227
14,Trabalhador Familiar,157.7632590624999
15,Assalariado com Carteira,9663.802901662428
15,Assalariado sem Carteira,375.38479814210984
15,Funcionário Público,763.0957176482398
15,Autônomo,3069.5729618951837
15,Empregador,270.3449909312639
15,Profissional Liberal,0
15,Dono de Negócio Familiar,29.143879324675357
15,Trabalhador Familiar,0
16,Assalariado com Carteira,12545.479829364258
16,Assalariado sem Carteira,550.6607024060377
16,Funcionário Público,2040.242385245597
16,Autônomo,2433.74157390936
16,Empregador,72.97854402739736
16,Profissional Liberal,325.25050898674857
16,Dono de Negócio Familiar,515.9543174290284
16,Trabalhador Familiar,0
17,Assalariado com Carteira,6259.591143772083
17,Assalariado sem Carteira,628.6922623005339
17,Funcionário Público,0
17,Autônomo,1734.4486117657943
17,Empregador,94.67356188462963
17,Profissional Liberal,37.3347245227273
17,Dono de Negócio Familiar,522.5179867932534
17,Trabalhador Familiar,83.55791561855813
18,Assalariado com Carteira,17831.445645736956
18,Assalariado sem Carteira,804.47545428
18,Funcionário Público,1514.879949462256
18,Autônomo,2824.278179773482
18,Empregador,559.9977388780486
18,Profissional Liberal,109.36288143037962
18,Dono de Negócio Familiar,445.0843480383296
18,Trabalhador Familiar,0
19,Assalariado com Carteira,9655.881157489437
19,Assalariado sem Carteira,530.7751159183681
19,Funcionário Público,1647.8047491898137
19,Autônomo,2939.0884427420488
19,Empregador,281.5307726590192
19,Profissional Liberal,382.5508897602036
19,Dono de Negócio Familiar,998.2107113398472
19,Trabalhador Familiar,12.023308766917264
20,Assalariado com Carteira,2935.11887205639
20,Assalariado sem Carteira,429.14674158608494
20,Funcionário Público,1119.928934686847
20,Autônomo,2809.674925764323
20,Empregador,0
20,Profissional Liberal,756.7660560167362
20,Dono de Negócio Familiar,108.28854887096767
20,Trabalhador Familiar,0
21,Assalariado com Carteira,3532.9224118416937
21,Assalariado sem Carteira,1834.2660147078054
21,Funcionário Público,470.3201797333337
21,Autônomo,2226.697643961012
21,Empregador,0
21,Profissional Liberal,947.8718796312704
21,Dono de Negócio Familiar,672.967779385714
21,Trabalhador Familiar,0
22,Assalariado com Carteira,3979.372017317482
22,Assalariado sem Carteira,0
22,Funcionário Público,638.8344378692435
22,Autônomo,3327.5323114226594
22,Empregador,53.42232683076918
22,Profissional Liberal,296.25790368923845
22,Dono de Negócio Familiar,129.28708007534263
22,Trabalhador Familiar,0
23,Assalariado com Carteira,11633.148036036911
23,Assalariado sem Carteira,1533.7556680645307
23,Funcionário Público,1950.0066563912412
23,Autônomo,2266.280719106835
23,Empregador,106.64348310000001
23,Profissional Liberal,301.0141153930216
23,Dono de Negócio Familiar,123.80118795597951
23,Trabalhador Familiar,0
24,Assalariado com Carteira,10142.313325577446
24,Assalariado sem Carteira,2383.0451702784885
24,Funcionário Público,2526.066800040172
24,Autônomo,1468.9255034683642
24,Empregador,39.90561925
24,Profissional Liberal,417.6783921593118
24,Dono de Negócio Familiar,1018.1151557374156
24,Trabalhador Familiar,0
25,Assalariado com Carteira,7913.322760657416
25,Assalariado sem Carteira,956.7281089022991
25,Funcionário Público,0
25,Autônomo,2983.6657503120737
25,Empregador,30.84043835460983
25,Profissional Liberal,83.84319457080133
25,Dono de Negócio Familiar,173.49251612903217
25,Trabalhador Familiar,0
26,Assalariado com Carteira,7226.357579156527
26,Assalariado sem Carteira,515.3604923685493
26,Funcionário Público,1214.9833151939392
26,Autônomo,1868.6574287661556
26,Empregador,742.0893181023116
26,Profissional Liberal,1291.6358967048573
26,Dono de Negócio Familiar,459.69836704639084
26,Trabalhador Familiar,101.66387358139542
27,Assalariado com Carteira,34423.249383663366
27,Assalariado sem Carteira,1003.1542577286839
27,Funcionário Público,666.2916923837623
27,Autônomo,4183.907382350695
27,Empregador,626.1746696988832
27,Profissional Liberal,3388.444539786043
27,Dono de Negócio Familiar,563.999941222793
27,Trabalhador Familiar,0
28,Assalariado com Carteira,22817.946178158032
28,Assalariado sem Carteira,1197.2500553065088
28,Funcionário Público,329.7380300061505
28,Autônomo,1661.597134189695
28,Empregador,318.20200496816955
28,Profissional Liberal,1542.5968907661124
28,Dono de Negócio Familiar,565.1715580224121
28,Trabalhador Familiar,0
29,Assalariado com Carteira,32244.666477030096
29,Assalariado sem Carteira,2383.5357479644304
29,Funcionário Público,3045.8418921833927
29,Autônomo,2179.786045429445
29,Empregador,1221.0811626631364
29,Profissional Liberal,3577.1711911647108
29,Dono de Negócio Familiar,337.183164428537
29,Trabalhador Familiar,421.51187075381085
30,Assalariado com Carteira,11600.215576835848
30,Assalariado sem Carteira,2105.066059890496
30,Funcionário Público,106.34624005952348
30,Autônomo,1347.6151221364394
30,Empregador,284.88348955357293
30,Profissional Liberal,2361.901256912414
30,Dono de Negócio Familiar,742.7313362748366
30,Trabalhador Familiar,34.05756747081723
31,Assalariado com Carteira,17024.177557794217
31,Assalariado sem Carteira,767.2318194559231
31,Funcionário Público,3156.9823265625073
31,Autônomo,2387.8357704376353
31,Empregador,729.5252879513732
31,Profissional Liberal,2981.1089579986665
31,Dono de Negócio Familiar,55.40952375862074
31,Trabalhador Familiar,0
32,Assalariado com Carteira,37946.47052572624
32,Assalariado sem Carteira,1916.0359425584238
32,Funcionário Público,1726.379421134239
32,Autônomo,3371.739992696112
32,Empregador,836.7444417932206
32,Profissional Liberal,2356.707468864183
32,Dono de Negócio Familiar,82.74444230163454
32,Trabalhador Familiar,0
33,Assalariado com Carteira,2308.5181219205992
33,Assalariado sem Carteira,204.3472797588426
33,Funcionário Público,0
33,Autônomo,457.6444035930189
33,Empregador,13.594001518518471
33,Profissional Liberal,121.97824402522323
33,Dono de Negócio Familiar,20.37404003448278
33,Trabalhador Familiar,0
34,Assalariado com Carteira,7394.3709942839
34,Assalariado sem Carteira,829.2685430056099
34,Funcionário Público,0
34,Autônomo,592.8058642702557
34,Empregador,0
34,Profissional Liberal,1088.1118295874458
34,Dono de Negócio Familiar,60.30866971206245
34,Trabalhador Familiar,0
35,Assalariado com Carteira,21100.338206889835
35,Assalariado sem Carteira,3248.9040832515384
35,Funcionário Público,1722.437584891929
35,Autônomo,7263.132850237827
35,Empregador,1088.8340203075384
35,Profissional Liberal,1369.795392155093
35,Dono de Negócio Familiar,0
35,Trabalhador Familiar,0
36,Assalariado com Carteira,18386.98473167485
36,Assalariado sem Carteira,1271.7113194547328
36,Funcionário Público,1591.1978323510298
36,Autônomo,6729.987988039664
36,Empregador,608.7003387956995
36,Profissional Liberal,1767.8471839764807
36,Dono de Negócio Familiar,2776.910038675564
36,Trabalhador Familiar,0
37,Assalariado com Carteira,14293.868361918263
37,Assalariado sem Carteira,1247.0583417622652
37,Funcionário Público,1622.792648044524
37,Autônomo,1418.7390108982765
37,Empregador,110.89660945844064
37,Profissional Liberal,131.93843033116877
37,Dono de Negócio Familiar,194.32988710604835
37,Trabalhador Familiar,0
38,Assalariado com Carteira,4380.62675695352
38,Assalariado sem Carteira,103.1212974428571
38,Funcionário Público,0
38,Autônomo,274.56385448319315
38,Empregador,0
38,Profissional Liberal,174.33525414761903
38,Dono de Negócio Familiar,171.3996838285713
38,Trabalhador Familiar,25.99984118571427
39,Assalariado com Carteira,5482.64257577422
39,Assalariado sem Carteira,857.014383191492
39,Funcionário Público,1319.2516036639192
39,Autônomo,821.224692067705
39,Empregador,317.13312554643926
39,Profissional Liberal,0
39,Dono de Negócio Familiar,154.24291251428565
39,Trabalhador Familiar,0
40,Assalariado com Carteira,15026.875358453759
40,Assalariado sem Carteira,442.16965463192656
40,Funcionário Público,244.36928779387813
40,Autônomo,1425.857008063256
40,Empregador,8.683879589285702
40,Profissional Liberal,196.60750661309484
40,Dono de Negócio Familiar,285.978094582792
40,Trabalhador Familiar,23.943402589285682
41,Assalariado com Carteira,13979.759120105478
41,Assalariado sem Carteira,2227.462753503459
41,Funcionário Público,1157.3822988630798
41,Autônomo,4228.717704038204
41,Empregador,989.6408135341218
41,Profissional Liberal,121.65232135793424
41,Dono de Negócio Familiar,1703.8133363362178
41,Trabalhador Familiar,0
42,Assalariado com Carteira,6375.195255699176
42,Assalariado sem Carteira,486.1997977687427
42,Funcionário Público,0
42,Autônomo,861.4898893820205
42,Empregador,70.90675824285717
42,Profissional Liberal,391.91260663292314
42,Dono de Negócio Familiar,372.63859961562275
42,Trabalhador Familiar,186.22472615180263
43,Assalariado com Carteira,16720.471972846364
43,Assalariado sem Carteira,883.2289787669545
43,Funcionário Público,949.0511609152711
43,Autônomo,3274.03511056119
43,Empregador,110.4501202938861
43,Profissional Liberal,745.3001560918154
43,Dono de Negócio Familiar,1009.4194544889737
43,Trabalhador Familiar,0
44,Assalariado com Carteira,10233.307801201792
44,Assalariado sem Carteira,2032.8328917537212
44,Funcionário Público,357.0565946461537
44,Autônomo,3104.1016388689845
44,Empregador,717.509882986864
44,Profissional Liberal,720.473231516666
44,Dono de Negócio Familiar,835.8692341547475
44,Trabalhador Familiar,41.24128659000015
45,Assalariado com Carteira,24749.614030712914
45,Assalariado sem Carteira,1831.5311614609898
45,Funcionário Público,670.4559240363733
45,Autônomo,3908.61081705549
45,Empregador,206.92435943469815
45,Profissional Liberal,1100.6853082692917
45,Dono de Negócio Familiar,1013.9417140055634
45,Trabalhador Familiar,0
46,Assalariado com Carteira,7595.1495927879905
46,Assalariado sem Carteira,982.2222363766591
46,Funcionário Público,23.116802888888866
46,Autônomo,4932.273338302849
46,Empregador,182.56976735294117
46,Profissional Liberal,182.28843454545455
46,Dono de Negócio Familiar,2684.2926894119214
46,Trabalhador Familiar,0
47,Assalariado com Carteira,5172.6049901227425
47,Assalariado sem Carteira,1001.4966176621218
47,Funcionário Público,0
47,Autônomo,5134.67962891686
47,Empregador,0
47,Profissional Liberal,561.4735676726772
47,Dono de Negócio Familiar,106.3147302461538
47,Trabalhador Familiar,0
48,Assalariado com Carteira,7978.304845011599
48,Assalariado sem Carteira,1221.5161675935415
48,Funcionário Público,238.7338362648162
48,Autônomo,3988.958738194132
48,Empregador,363.3004710432061
48,Profissional Liberal,641.7775853345255
48,Dono de Negócio Familiar,434.64503501241705
48,Trabalhador Familiar,0
49,Assalariado com Carteira,12971.067182177821
49,Assalariado sem Carteira,1078.0690733870447
49,Funcionário Público,652.5374130123774
49,Autônomo,3522.01514626118
49,Empregador,460.74313788505754
49,Profissional Liberal,990.3909169871481
49,Dono de Negócio Familiar,334.32894822054124
49,Trabalhador Familiar,0
50,Assalariado com Carteira,588.9683775837775
50,Assalariado sem Carteira,156.85247281436398
50,Funcionário Público,65.22713787096791
50,Autônomo,546.2027420909508
50,Empregador,0
50,Profissional Liberal,210.06644516397895
50,Dono de Negócio Familiar,277.83317903494685
50,Trabalhador Familiar,0
51,Assalariado com Carteira,3804.363153587645
51,Assalariado sem Carteira,981.8082732942365
51,Funcionário Público,0
51,Autônomo,957.0586110938067
51,Empregador,327.1796120000002
51,Profissional Liberal,636.5395874030388
51,Dono de Negócio Familiar,366.5013397735843
51,Trabalhador Familiar,91.62533494339607
52,Assalariado com Carteira,10601.196477901914
52,Assalariado sem Carteira,454.932957025444
52,Funcionário Público,0
52,Autônomo,1581.8837000631947
52,Empregador,155.096155353846
52,Profissional Liberal,1615.9104767362053
52,Dono de Negócio Familiar,327.1796120000002
52,Trabalhador Familiar,0
53,Assalariado com Carteira,16208.779468219356
53,Assalariado sem Carteira,2929.710472074423
53,Funcionário Público,370.9223904724464
53,Autônomo,1321.3520927439736
53,Empregador,276.47829956361585
53,Profissional Liberal,1647.8223554765157
53,Dono de Negócio Familiar,296.7704781344641
53,Trabalhador Familiar,0
54,Assalariado com Carteira,20721.30756807382
54,Assalariado sem Carteira,433.5128739625424
54,Funcionário Público,2936.8623711005266
54,Autônomo,1930.1401825343928
54,Empregador,539.7006804659052
54,Profissional Liberal,2905.356472170306
54,Dono de Negócio Familiar,257.6213815380116
54,Trabalhador Familiar,0
55,Assalariado com Carteira,7640.541482283137
55,Assalariado sem Carteira,2198.5740724018387
55,Funcionário Público,681.1380984338643
55,Autônomo,2653.7456199260796
55,Empregador,621.2243946666665
55,Profissional Liberal,1709.0755816647206
55,Dono de Negócio Familiar,173.2719714107128
55,Trabalhador Familiar,0
56,Assalariado com Carteira,13064.898196237275
56,Assalariado sem Carteira,2402.180273321225
56,Funcionário Público,186.29130485031422
56,Autônomo,2696.9589897283445
56,Empregador,973.4830276246839
56,Profissional Liberal,2770.0785902551106
56,Dono de Negócio Familiar,48.81036578602
56,Trabalhador Familiar,0
57,Assalariado com Carteira,29467.438975039982
57,Assalariado sem Carteira,2029.4246826624385
57,Funcionário Público,2061.3232529971556
57,Autônomo,5279.916635294959
57,Empregador,1259.8510802238593
57,Profissional Liberal,4220.2633327506155
57,Dono de Negócio Familiar,827.1577647816359
57,Trabalhador Familiar,0
58,Assalariado com Carteira,6764.113711158846
58,Assalariado sem Carteira,1715.959893109513
58,Funcionário Público,88.2316091925463
58,Autônomo,6088.247530459817
58,Empregador,284.9762516404742
58,Profissional Liberal,1285.6797648252323
58,Dono de Negócio Familiar,200.57411978934806
58,Trabalhador Familiar,0
59,Assalariado com Carteira,19831.696460066134
59,Assalariado sem Carteira,2477.1190319029074
59,Funcionário Público,140.4774359101121
59,Autônomo,4232.222035537135
59,Empregador,1560.7795775205338
59,Profissional Liberal,1755.953608402378
59,Dono de Negócio Familiar,1652.9568321028125
59,Trabalhador Familiar,0
60,Assalariado com Carteira,8054.271902639059
60,Assalariado sem Carteira,1376.4516208156313
60,Funcionário Público,90.34916637160903
60,Autônomo,4228.376917169713
60,Empregador,643.7021977369147
60,Profissional Liberal,890.4347692413581
60,Dono de Negócio Familiar,104.25392074602343
60,Trabalhador Familiar,0
61,Assalariado com Carteira,11654.566582898278
61,Assalariado sem Carteira,2058.392975129881
61,Funcionário Público,688.4153688649021
61,Autônomo,2971.1728652209545
61,Empregador,142.36459885822316
61,Profissional Liberal,777.2123710748942
61,Dono de Negócio Familiar,442.5346453755935
61,Trabalhador Familiar,0
62,Assalariado com Carteira,9287.96859255615
62,Assalariado sem Carteira,1835.1090196405612
62,Funcionário Público,4371.606313405802
62,Autônomo,2978.3908699300173
62,Empregador,439.1000933613084
62,Profissional Liberal,630.4432215517334
62,Dono de Negócio Familiar,405.07617553338696
62,Trabalhador Familiar,46.86288829268307
63,Assalariado com Carteira,9524.408325191614
63,Assalariado sem Carteira,131.43245770441717
63,Funcionário Público,1461.7399490906232
63,Autônomo,409.0345272152638
63,Empregador,58.871924585543134
63,Profissional Liberal,1054.2108488073322
63,Dono de Negócio Familiar,10.12353899578056
63,Trabalhador Familiar,0
64,Assalariado com Carteira,27165.86150053832
64,Assalariado sem Carteira,1592.43435421982
64,Funcionário Público,354.5406983072925
64,Autônomo,6322.812679996707
64,Empregador,582.3747458283632
64,Profissional Liberal,4023.001077418582
64,Dono de Negócio Familiar,1124.77684434097
64,Trabalhador Familiar,105.98995762119738
65,Assalariado com Carteira,10393.562353569789
65,Assalariado sem Carteira,1126.0510076179528
65,Funcionário Público,0
65,Autônomo,3890.473360144273
65,Empregador,407.78651670322785
65,Profissional Liberal,1674.9047248034626
65,Dono de Negócio Familiar,62.94406808894803
65,Trabalhador Familiar,0
66,Assalariado com Carteira,16216.876084724017
66,Assalariado sem Carteira,1661.3154477798064
66,Funcionário Público,0
66,Autônomo,2396.7597543645693
66,Empregador,630.2807228197407
66,Profissional Liberal,944.7508081966816
66,Dono de Negócio Familiar,541.6158059451271
66,Trabalhador Familiar,135.75371128962357
67,Assalariado com Carteira,6214.580851995618
67,Assalariado sem Carteira,436.85901448368236
67,Funcionário Público,10.12353899578056
67,Autônomo,869.5244472184258
67,Empregador,174.20278521803948
67,Profissional Liberal,940.1666351826932
67,Dono de Negócio Familiar,119.44008146103894
67,Trabalhador Familiar,0
68,Assalariado com Carteira,53914.47930998429
68,Assalariado sem Carteira,5979.261443781571
68,Funcionário Público,574.8336543809106
68,Autônomo,5456.352785077879
68,Empregador,1097.0441272873734
68,Profissional Liberal,5509.839835009671
68,Dono de Negócio Familiar,905.4872463645721
68,Trabalhador Familiar,128.23904366789458
69,Assalariado com Carteira,17477.6661908623
69,Assalariado sem Carteira,1012.9789385024877
69,Funcionário Público,0
69,Autônomo,2349.8769388498013
69,Empregador,618.1143540130976
69,Profissional Liberal,1787.177408294182
69,Dono de Negócio Familiar,216.83608796301857
69,Trabalhador Familiar,0
70,Assalariado com Carteira,11372.493774625886
70,Assalariado sem Carteira,3414.475676844616
70,Funcionário Público,0
70,Autônomo,3479.1389228273606
70,Empregador,709.5794635520858
70,Profissional Liberal,1064.0988186126929
70,Dono de Negócio Familiar,284.19149571167134
70,Trabalhador Familiar,0
71,Assalariado com Carteira,12797.77491261818
71,Assalariado sem Carteira,993.0652772712499
71,Funcionário Público,87.42451054414047
71,Autônomo,2752.1344284586958
71,Empregador,428.80557502059895
71,Profissional Liberal,3341.384854287145
71,Dono de Negócio Familiar,214.88611444782595
71,Trabalhador Familiar,0
72,Assalariado com Carteira,20655.767585395686
72,Assalariado sem Carteira,216.34838340597867
72,Funcionário Público,170.06242199999983
72,Autônomo,683.4288742421132
72,Empregador,635.5806812772062
72,Profissional Liberal,1543.5655078779046
72,Dono de Negócio Familiar,389.3129583284814
72,Trabalhador Familiar,155.51219707936517
73,Assalariado com Carteira,79825.26661666324
73,Assalariado sem Carteira,4314.9993782705005
73,Funcionário Público,0
73,Autônomo,6689.998514860727
73,Empregador,2077.8641912074895
73,Profissional Liberal,3620.457015967455
73,Dono de Negócio Familiar,1068.806842235567
73,Trabalhador Familiar,135.1948449473683
74,Assalariado com Carteira,24343.640392720055
74,Assalariado sem Carteira,2180.8743194068397
74,Funcionário Público,1354.3149911988573
74,Autônomo,3922.064978003338
74,Empregador,915.3843216972274
74,Profissional Liberal,3054.2917049317516
74,Dono de Negócio Familiar,462.8707338148136
74,Trabalhador Familiar,0
75,Assalariado com Carteira,8663.931293134081
75,Assalariado sem Carteira,342.44509194211054
75,Funcionário Público,0
75,Autônomo,1400.378014999171
75,Empregador,323.2053961919388
75,Profissional Liberal,1062.8936572946855
75,Dono de Negócio Familiar,771.33504114583
75,Trabalhador Familiar,0
76,Assalariado com Carteira,13880.519325433572
76,Assalariado sem Carteira,3179.307046357067
76,Funcionário Público,220.05717739062487
76,Autônomo,4283.974748421026
76,Empregador,704.1104179546173
76,Profissional Liberal,1341.044666735735
76,Dono de Negócio Familiar,69.61716968002773
76,Trabalhador Familiar,0
77,Assalariado com Carteira,26857.790368305712
77,Assalariado sem Carteira,2100.720994550281
77,Funcionário Público,2370.756747816016
77,Autônomo,3050.6621109439498
77,Empregador,1077.8708472875267
77,Profissional Liberal,3369.457631751832
77,Dono de Negócio Familiar,122.97752095712842
77,Trabalhador Familiar,0
78,Assalariado com Carteira,16618.931616165628
78,Assalariado sem Carteira,1059.9642681487092
78,Funcionário Público,33.87546736423827
78,Autônomo,3160.3578499844407
78,Empregador,634.7377853595376
78,Profissional Liberal,2942.9489591965184
78,Dono de Negócio Familiar,481.21723470978
78,Trabalhador Familiar,0
79,Assalariado com Carteira,34521.67086428117
79,Assalariado sem Carteira,2244.6271682265433
79,Funcionário Público,3133.5976908662014
79,Autônomo,1876.2205187073785
79,Empregador,949.2236944735445
79,Profissional Liberal,2875.66204224525
79,Dono de Negócio Familiar,593.0987888897206
79,Trabalhador Familiar,0
80,Assalariado com Carteira,17903.012589842903
80,Assalariado sem Carteira,2611.4993571766427
80,Funcionário Público,85.16477262215389
80,Autônomo,3780.5308459164307
80,Empregador,725.9697127625395
80,Profissional Liberal,1466.1252655133635
80,Dono de Negócio Familiar,931.1510242662902
80,Trabalhador Familiar,49.16380018656719
81,Assalariado com Carteira,30135.665133375707
81,Assalariado sem Carteira,1953.412136022894
81,Funcionário Público,0
81,Autônomo,4939.785184718619
81,Empregador,1325.4621288127053
81,Profissional Liberal,2594.7026842167475
81,Dono de Negócio Familiar,691.825883394749
81,Trabalhador Familiar,0
82,Assalariado com Carteira,57145.471498925865
82,Assalariado sem Carteira,2944.004263982082
82,Funcionário Público,982.4996299313486
82,Autônomo,7575.688770563988
82,Empregador,1504.3590139708638
82,Profissional Liberal,3045.924601258662
82,Dono de Negócio Familiar,1581.5541011180567
82,Trabalhador Familiar,294.3180382578725
83,Assalariado com Carteira,14958.82921959209
83,Assalariado sem Carteira,907.3482666130585
83,Funcionário Público,533.7372419541962
83,Autônomo,5982.633396165184
83,Empregador,1399.2404526459463
83,Profissional Liberal,3390.2914730419216
83,Dono de Negócio Familiar,609.5240519449991
83,Trabalhador Familiar,18.922007143617087
84,Assalariado com Carteira,7177.437147995119
84,Assalariado sem Carteira,1455.2665007500473
84,Funcionário Público,0
84,Autônomo,2432.0719724443907
84,Empregador,546.3665348827549
84,Profissional Liberal,986.6595336593717
84,Dono de Negócio Familiar,165.20985239384638
84,Trabalhador Familiar,0
85,Assalariado com Carteira,2511.800370654264
85,Assalariado sem Carteira,114.95732790479248
85,Funcionário Público,0
85,Autônomo,113.24421261805568
85,Empregador,56.86991165625005
85,Profissional Liberal,462.27367059768585
85,Dono de Negócio Familiar,0
85,Trabalhador Familiar,0
86,Assalariado com Carteira,2306.960732467527
86,Assalariado sem Carteira,546.4122258291234
86,Funcionário Público,89.14401125000002
86,Autônomo,596.5460773445958
86,Empregador,131.2407978695589
86,Profissional Liberal,217.0246378278854
86,Dono de Negócio Familiar,15.691651877300638
86,Trabalhador Familiar,0
87,Assalariado com Carteira,4880.998566690922
87,Assalariado sem Carteira,330.02828761491
87,Funcionário Público,114.96624999999986
87,Autônomo,3891.6967794638363
87,Empregador,298.26645021581146
87,Profissional Liberal,1135.5175055789941
87,Dono de Negócio Familiar,192.54926447360896
87,Trabalhador Familiar,0
88,Assalariado com Carteira,9343.267613543849
88,Assalariado sem Carteira,713.3777810663065
88,Funcionário Público,375.55732432140644
88,Autônomo,5315.833267375467
88,Empregador,1910.1655413794374
88,Profissional Liberal,4386.4025003961415
88,Dono de Negócio Familiar,2047.3788124635732
88,Trabalhador Familiar,20.90386647222224
89,Assalariado com Carteira,1602.7144062730608
89,Assalariado sem Carteira,210.1963558559553
89,Funcionário Público,100.82809799999998
89,Autônomo,1892.0777578333332
89,Empregador,296.9690264285713
89,Profissional Liberal,852.4303150714288
89,Dono de Negócio Familiar,487.1858781407606
89,Trabalhador Familiar,0
90,Assalariado com Carteira,5376.619319382636
90,Assalariado sem Carteira,335.25697840515977
90,Funcionário Público,0
90,Autônomo,2453.5566831960846
90,Empregador,632.7206028054004
90,Profissional Liberal,736.7112534327864
90,Dono de Negócio Familiar,206.22317364907855
90,Trabalhador Familiar,0
91,Assalariado com Carteira,20897.19943405871
91,Assalariado sem Carteira,1337.2941270745805
91,Funcionário Público,901.3956428934342
91,Autônomo,1175.6865467716407
91,Empregador,27.283107272727275
91,Profissional Liberal,0
91,Dono de Negócio Familiar,57.268837991211086
91,Trabalhador Familiar,0
92,Assalariado com Carteira,9386.824068649517
92,Assalariado sem Carteira,41.70773042857142
92,Funcionário Público,925.108402630218
92,Autônomo,1196.8718287294878
92,Empregador,49.20360695628016
92,Profissional Liberal,855.9724351650543
92,Dono de Negócio Familiar,233.30604468461547
92,Trabalhador Familiar,235.79598780000012
93,Assalariado com Carteira,20334.35704874076
93,Assalariado sem Carteira,1882.2760642431958
93,Funcionário Público,709.9013394175754
93,Autônomo,5119.384861979277
93,Empregador,570.9863534018149
93,Profissional Liberal,1581.2520313020007
93,Dono de Negócio Familiar,296.6032229690588
