COD_ZONA,EMPREGOS_POR_CLASSE_ATIVIDADE,QTD
19,Especializado,1259.68428317686
19,Administração Pública,1172.84781313728
19,Outros,3304.37144877776
20,Agrícola,0
20,Construção Civil,77.3019960167365
20,Indústria,38.382035261194
20,Comércio,1531.0990219078
20,Transporte de Carga,0
20,Transporte de Passageiros,447.958629433962
20,Creditícios Financeiro,0
20,Pessoais,364.935320943396
20,Alimentação,395.692278951155
20,Saúde,736.983926433333
20,Educação,982.163753042616
20,Especializado,174.838463
20,Administração Pública,617.263701644231
20,Outros,2792.30495234693
21,Agrícola,0
21,Construção Civil,218.935632082192
21,Indústria,36.188010675
21,Comércio,579.230649194765
21,Transporte de Carga,0
21,Transporte de Passageiros,0
21,Creditícios Financeiro,272.909365137931
21,Pessoais,2499.63561607962
21,Alimentação,759.610128385965
21,Saúde,209.176482801148
21,Educação,814.295701289999
21,Especializado,596.497710679684
21,Administração Pública,0
21,Outros,3698.56661293453
22,Agrícola,0
22,Construção Civil,59.2415974000001
22,Indústria,94.819526375
22,Comércio,1184.05556941817
22,Transporte de Carga,0
22,Transporte de Passageiros,436.432506769231
22,Creditícios Financeiro,0
22,Pessoais,59.2415974000001
22,Alimentação,31.755257
22,Saúde,1622.463899715
22,Educação,1186.5777812775
22,Especializado,1046.58565804963
22,Administração Pública,585.412111038474
22,Outros,2118.12057276173
23,Agrícola,0
23,Construção Civil,0
23,Indústria,0
23,Comércio,2003.38895459557
23,Transporte de Carga,0
23,Transporte de Passageiros,1232.77909812343
23,Creditícios Financeiro,0
23,Pessoais,0
23,Alimentação,1366.75649412713
23,Saúde,7702.02441173147
23,Educação,2489.20361837508
23,Especializado,199.888848649207
23,Administração Pública,1307.22281421799
23,Outros,1613.38562622863
24,Agrícola,0
24,Construção Civil,524.553823642732
24,Indústria,0
24,Comércio,2270.60800254477
24,Transporte de Carga,26.7107447368421
24,Transporte de Passageiros,251.372826283822
24,Creditícios Financeiro,209.878914045455
24,Pessoais,576.871381716312
24,Alimentação,1731.97084412267
24,Saúde,1675.95301784017
24,Educação,1686.35847120237
24,Especializado,1401.59081138761
24,Administração Pública,2661.8559663735
24,Outros,4978.32516261494
25,Agrícola,0
25,Construção Civil,1296.755552198
25,Indústria,347.368796756757
25,Comércio,407.244177563907
25,Transporte de Carga,254.0247296
25,Transporte de Passageiros,0
25,Creditícios Financeiro,0
25,Pessoais,65.4130946956522
25,Alimentação,1920.8321865395
25,Saúde,18.8798914148937
25,Educação,382.656325481084
25,Especializado,1813.84827398159
25,Administração Pública,0
25,Outros,5634.86974069484
26,Agrícola,0
26,Construção Civil,212.494030909091
26,Indústria,322.534514534767
26,Comércio,1752.74462520034
26,Transporte de Carga,0
26,Transporte de Passageiros,200.554038837209
26,Creditícios Financeiro,898.481412990651
26,Pessoais,513.46574358351
26,Alimentação,1462.35220535242
26,Saúde,2557.42740618549
26,Educação,538.699287092331
26,Especializado,2769.18973542122
26,Administração Pública,155.915576727273
26,Outros,2036.58769408581
27,Agrícola,0
27,Construção Civil,155.915576727273
27,Indústria,639.641583598168
27,Comércio,4031.64116738056
27,Transporte de Carga,694.11518868421
27,Transporte de Passageiros,165.3158804906
27,Creditícios Financeiro,2774.42496967665
27,Pessoais,837.492838454556
27,Alimentação,3531.55578467784
27,Saúde,15119.2131929591
27,Educação,2572.16375815353
27,Especializado,4658.5631623
27,Administração Pública,379.633920479886
27,Outros,9295.54484325188
28,Agrícola,0
28,Construção Civil,429.714591441558
28,Indústria,588.441184117132
28,Comércio,1883.94798204023
28,Transporte de Carga,430.153453112104
28,Transporte de Passageiros,90.12680475
28,Creditícios Financeiro,2313.60197834843
28,Pessoais,324.738684799423
28,Alimentação,763.063150775927
28,Saúde,2731.84919112657
28,Educação,1924.38114678622
28,Especializado,7840.98930196521
28,Administração Pública,401.251406736585
28,Outros,8710.2429754177
29,Agrícola,0
29,Construção Civil,1962.74480567987
29,Indústria,568.645644844349
29,Comércio,5312.01890746214
29,Transporte de Carga,0
29,Transporte de Passageiros,282.168482015145
29,Creditícios Financeiro,5657.71894002693
29,Pessoais,494.869711837605
29,Alimentação,1704.59585404026
29,Saúde,14396.8654483018
29,Educação,1138.96069479774
29,Especializado,5152.408583948
29,Administração Pública,3540.00796284965
29,Outros,5199.77251581406
30,Agrícola,0
30,Construção Civil,309.930949871429
30,Indústria,165.470186303677
30,Comércio,2239.63058716695
30,Transporte de Carga,0
30,Transporte de Passageiros,56.880561167763
30,Creditícios Financeiro,310.756684439382
30,Pessoais,602.918488532001
30,Alimentação,635.203100870265
30,Saúde,2363.68945959015
30,Educação,915.173578360283
30,Especializado,3452.06352110613
30,Administração Pública,106.346240059523
30,Outros,7424.7532916664
31,Agrícola,0
31,Construção Civil,698.306578447319
31,Indústria,51.1580855396826
31,Comércio,1174.02738303608
31,Transporte de Carga,620.765002616246
31,Transporte de Passageiros,243.417394045455
31,Creditícios Financeiro,193.123034104391
31,Pessoais,955.69913361443
31,Alimentação,1144.99642062122
31,Saúde,6019.73353630004
31,Educação,4333.30486386029
31,Especializado,3903.85053811125
31,Administração Pública,3018.0905588422
31,Outros,4745.79871482035
32,Agrícola,0
32,Construção Civil,581.658708840791
32,Indústria,2672.74873714625
32,Comércio,6551.39876759103
32,Transporte de Carga,43.9617742666667
32,Transporte de Passageiros,1635.44875977932
32,Creditícios Financeiro,5605.84540193631
32,Pessoais,1232.38172517866
32,Alimentação,4798.31784913748
32,Saúde,3173.55775538232
32,Educação,1018.18638161129
32,Especializado,9718.80134078288
32,Administração Pública,2122.15734300984
32,Outros,9082.35769041119
33,Agrícola,0
33,Construção Civil,463.52316811475
33,Indústria,38.9609556846474
33,Comércio,63.9801842958797
33,Transporte de Carga,0
33,Transporte de Passageiros,0
33,Creditícios Financeiro,78.28575872
33,Pessoais,0
33,Alimentação,0
33,Saúde,79.1086421075102
33,Educação,188.819953395819
33,Especializado,310.508941839712
33,Administração Pública,0
33,Outros,1903.26848669237
34,Agrícola,0
34,Construção Civil,20.5199791439689
34,Indústria,34.0575674708172
34,Comércio,413.940084433942
34,Transporte de Carga,0
34,Transporte de Passageiros,34.0575674708172
34,Creditícios Financeiro,39.3147152837985
34,Pessoais,34.0575674708172
34,Alimentação,18.6418644488808
34,Saúde,3068.56259283428
34,Educação,1285.41209099262
34,Especializado,1178.45942614404
34,Administração Pública,0
34,Outros,3837.84244516529
35,Agrícola,0
35,Construção Civil,786.688201107142
35,Indústria,372.59973774002
35,Comércio,4197.48652132805
35,Transporte de Carga,256.912478526316
35,Transporte de Passageiros,367.029740620742
35,Creditícios Financeiro,4302.67960045242
35,Pessoais,1549.15142598766
35,Alimentação,3094.31314416145
35,Saúde,1161.28028122387
35,Educação,1603.31367940934
35,Especializado,2340.80522527967
35,Administração Pública,3045.36263628211
35,Outros,12715.819465615
36,Agrícola,0
36,Construção Civil,1176.39599326264
36,Indústria,677.430574536986
36,Comércio,5889.07976997763
36,Transporte de Carga,735.72842561519
36,Transporte de Passageiros,1173.80274141107
36,Creditícios Financeiro,1571.04381087751
36,Pessoais,1291.81573996963
36,Alimentação,951.31766316896
36,Saúde,2441.19855310625
36,Educação,1688.36967953093
36,Especializado,3091.25935344869
36,Administração Pública,1696.71657537847
36,Outros,10749.1805526841
37,Agrícola,0
37,Construção Civil,391.503857869435
37,Indústria,983.490602670366
37,Comércio,4072.03557805744
37,Transporte de Carga,783.745773762954
37,Transporte de Passageiros,0
37,Creditícios Financeiro,407.738632899262
37,Pessoais,57.1687273125
37,Alimentação,139.941539169987
37,Saúde,81.43358140625
37,Educação,193.057688541384
37,Especializado,168.496820194596
37,Administração Pública,2539.26562367789
37,Outros,9201.74486395692
38,Agrícola,0
38,Construção Civil,0
38,Indústria,2112.63548309645
38,Comércio,1610.17343881284
38,Transporte de Carga,0
38,Transporte de Passageiros,252.614301392669
38,Creditícios Financeiro,0
38,Pessoais,31.0911458142857
38,Alimentação,432.21817764176
38,Saúde,0
38,Educação,167.868553831202
38,Especializado,453.704520224542
38,Administração Pública,0
38,Outros,69.7410672277311
39,Agrícola,0
39,Construção Civil,573.859723212651
39,Indústria,814.446317148848
39,Comércio,901.580558386313
39,Transporte de Carga,0
39,Transporte de Passageiros,0
39,Creditícios Financeiro,0
39,Pessoais,137.452676705882
39,Alimentação,705.518090962604
39,Saúde,2079.22885751749
39,Educação,1127.75206375983
39,Especializado,68.7263383529411
39,Administração Pública,174.291980074752
39,Outros,2368.65268663675
40,Agrícola,0
40,Construção Civil,285.841915057359
40,Indústria,1005.25978040173
40,Comércio,431.785664885429
40,Transporte de Carga,105.490011818182
40,Transporte de Passageiros,290.730098784041
40,Creditícios Financeiro,142.069342642857
40,Pessoais,324.61196885592
40,Alimentação,699.47883930285
40,Saúde,1080.68533068846
40,Educação,266.644779197381
40,Especializado,1048.26609072172
40,Administração Pública,244.369287793878
40,Outros,11729.2510821675
41,Agrícola,0
41,Construção Civil,1203.65600570738
41,Indústria,4712.53737517245
41,Comércio,3740.40349357808
41,Transporte de Carga,106.816117030612
41,Transporte de Passageiros,378.932141907256
41,Creditícios Financeiro,1136.61036683393
41,Pessoais,888.115174751198
41,Alimentação,2145.86244791341
41,Saúde,1228.05417453745
41,Educação,276.53315681983
41,Especializado,970.650152467606
41,Administração Pública,1101.86991340793
41,Outros,6518.38782761135
42,Agrícola,0
42,Construção Civil,0
42,Indústria,3774.5516967993
42,Comércio,1577.07365970303
42,Transporte de Carga,346.418545066856
42,Transporte de Passageiros,269.903732499999
42,Creditícios Financeiro,0
42,Pessoais,82.0574569411764
42,Alimentação,254.919964148445
42,Saúde,661.46110669697
42,Educação,468.624601795571
42,Especializado,688.193082537777
42,Administração Pública,0
42,Outros,621.363787304024
43,Agrícola,0
43,Construção Civil,141.567901709906
43,Indústria,573.587777377943
43,Comércio,3802.11224976994
43,Transporte de Carga,730.392020672566
43,Transporte de Passageiros,365.02312121754
43,Creditícios Financeiro,396.488456471785
43,Pessoais,160.806852224192
43,Alimentação,829.290952997685
43,Saúde,3206.30879773175
43,Educação,3327.32995400194
43,Especializado,583.262458145493
43,Administração Pública,1083.08568102158
43,Outros,8492.70073062214
44,Agrícola,0
44,Construção Civil,0
44,Indústria,2004.89181945349
44,Comércio,3712.66867046268
44,Transporte de Carga,133.9225048
44,Transporte de Passageiros,0
44,Creditícios Financeiro,153.802446111807
44,Pessoais,0
44,Alimentação,804.870547318478
44,Saúde,4663.61112430883
44,Educação,394.980797261538
44,Especializado,1304.89651934261
44,Administração Pública,958.958175705182
44,Outros,3909.7899569543
45,Agrícola,0
45,Construção Civil,159.795979564114
45,Indústria,7919.90673043316
45,Comércio,7129.87681507869
45,Transporte de Carga,929.888264813032
45,Transporte de Passageiros,282.59959295269
45,Creditícios Financeiro,55.5123854551451
45,Pessoais,936.443618162961
45,Alimentação,3538.09181711144
45,Saúde,1063.22004360354
45,Educação,850.479540364275
45,Especializado,3312.3710046177
45,Administração Pública,332.448892556648
45,Outros,6971.12863026193
46,Agrícola,0
46,Construção Civil,440.452233025316
46,Indústria,3248.98800043477
46,Comércio,4166.25903240978
46,Transporte de Carga,0
46,Transporte de Passageiros,1207.63507452024
46,Creditícios Financeiro,0
46,Pessoais,763.979937803831
46,Alimentação,890.694442553544
46,Saúde,1644.76286169941
46,Educação,465.168742575163
46,Especializado,533.559444867236
46,Administração Pública,0
46,Outros,3220.41309177741
47,Agrícola,0
47,Construção Civil,94.5329826458503
47,Indústria,2542.02749978215
47,Comércio,871.374083794822
47,Transporte de Carga,586.456848154204
47,Transporte de Passageiros,472.744020327699
47,Creditícios Financeiro,457.072105300972
47,Pessoais,1319.92550057651
47,Alimentação,693.51323525207
47,Saúde,161.749069571184
47,Educação,0
47,Especializado,465.167846751482
47,Administração Pública,0
47,Outros,4312.00634246361
48,Agrícola,0
48,Construção Civil,218.257880232558
48,Indústria,1348.24545762001
48,Comércio,4079.46705710726
48,Transporte de Carga,266.725614431391
48,Transporte de Passageiros,0
48,Creditícios Financeiro,0
48,Pessoais,55.5123854551451
48,Alimentação,2764.18463657705
48,Saúde,0
48,Educação,406.346430715317
48,Especializado,715.872455718408
48,Administração Pública,0
48,Outros,5012.6247605971
49,Agrícola,0
49,Construção Civil,231.337455732412
49,Indústria,14.6293073600001
49,Comércio,2410.87549271175
49,Transporte de Carga,148.697075013658
49,Transporte de Passageiros,205.223098548716
49,Creditícios Financeiro,1370.3132204637
49,Pessoais,1405.51508082879
49,Alimentação,1002.69657780065
49,Saúde,4025.89305478266
49,Educação,1185.23285056946
49,Especializado,3161.36726429327
49,Administração Pública,945.839625708966
49,Outros,3901.53171411713
50,Agrícola,0
50,Construção Civil,23.0645848333333
50,Indústria,0
50,Comércio,338.059698153617
50,Transporte de Carga,65.2271378709679
50,Transporte de Passageiros,33.3965173333333
50,Creditícios Financeiro,0
50,Pessoais,65.2271378709679
50,Alimentação,0
50,Saúde,98.6236552043012
50,Educação,78.8211393894864
50,Especializado,429.403521858296
50,Administração Pública,0
50,Outros,713.326962044683
51,Agrícola,0
51,Construção Civil,142.510411608405
51,Indústria,0
51,Comércio,1788.75446129326
51,Transporte de Carga,0
51,Transporte de Passageiros,76.5939111724138
51,Creditícios Financeiro,0
51,Pessoais,433.888256656275
51,Alimentação,621.092419081327
51,Saúde,751.93447535712
51,Educação,679.015859489211
51,Especializado,262.00519299371
51,Administração Pública,0
51,Outros,2409.28092444399
52,Agrícola,0
52,Construção Civil,0
52,Indústria,760.558774647887
52,Comércio,337.558387341935
52,Transporte de Carga,0
52,Transporte de Passageiros,0
52,Creditícios Financeiro,208.518482184615
52,Pessoais,64.9913269419355
52,Alimentação,692.663697155429
52,Saúde,2028.49023003074
52,Educação,1427.18656263888
52,Especializado,2436.00787169938
52,Administração Pública,101.673828523077
52,Outros,6678.55021791673
53,Agrícola,0
53,Construção Civil,0
53,Indústria,210.185558659091
53,Comércio,2201.94827559666
53,Transporte de Carga,176.424154772727
53,Transporte de Passageiros,0
53,Creditícios Financeiro,640.179583607984
53,Pessoais,375.554733171519
53,Alimentação,775.480789503749
53,Saúde,6682.66261815588
53,Educação,3952.61715527994
53,Especializado,2339.77949006222
53,Administração Pública,58.5329858765947
53,Outros,5638.47021199843
54,Agrícola,0
54,Construção Civil,329.684857152882
54,Indústria,260.0559
54,Comércio,2343.77779781228
54,Transporte de Carga,0
54,Transporte de Passageiros,475.376291204164
54,Creditícios Financeiro,1342.00104815983
54,Pessoais,192.846289600662
54,Alimentação,1870.63494650191
54,Saúde,13297.894961266
54,Educação,1671.1817509725
54,Especializado,2388.10890072601
54,Administração Pública,1467.34916056082
54,Outros,4085.58962588848
55,Agrícola,0
55,Construção Civil,520.170628575478
55,Indústria,562.118993392048
55,Comércio,2151.71136931193
55,Transporte de Carga,148.385239067232
55,Transporte de Passageiros,100.600395
55,Creditícios Financeiro,0
55,Pessoais,483.252225421407
55,Alimentação,704.047087329081
55,Saúde,2744.22072408845
55,Educação,2025.5982589348
55,Especializado,1511.09687272715
55,Administração Pública,0
55,Outros,4726.36942693945
56,Agrícola,0
56,Construção Civil,94.7672666666665
56,Indústria,158.157272235803
56,Comércio,3536.94900353902
56,Transporte de Carga,0
56,Transporte de Passageiros,220.156334958965
56,Creditícios Financeiro,739.979548761905
56,Pessoais,1046.59814287923
56,Alimentação,671.939050415603
56,Saúde,2636.28000644011
56,Educação,2352.49695632604
56,Especializado,4582.35807582536
56,Administração Pública,0
56,Outros,6103.01908975426
57,Agrícola,0
57,Construção Civil,1300.4916846238
57,Indústria,1031.0291503848
57,Comércio,4181.64900813753
57,Transporte de Carga,358.826820474173
57,Transporte de Passageiros,499.779094615385
57,Creditícios Financeiro,3163.72017147638
57,Pessoais,1533.0123681164
57,Alimentação,1611.3795101298
57,Saúde,7221.53701010825
57,Educação,2807.87006523418
57,Especializado,8853.66710033861
57,Administração Pública,1807.79127785852
57,Outros,10774.6224622528
58,Agrícola,0
58,Construção Civil,1417.41676885197
58,Indústria,0
58,Comércio,4199.88178881269
58,Transporte de Carga,1327.59186776802
58,Transporte de Passageiros,176.463218385093
58,Creditícios Financeiro,535.407790173235
58,Pessoais,978.394810500562
58,Alimentação,232.199420375731
58,Saúde,119.307015655078
58,Educação,661.90232633025
58,Especializado,1820.15733048145
58,Administração Pública,88.2316091925463
58,Outros,4870.82893364915
59,Agrícola,0
59,Construção Civil,2284.13959792589
59,Indústria,1458.3632588006
59,Comércio,5514.00317585688
59,Transporte de Carga,780.440707568129
59,Transporte de Passageiros,328.581224533333
59,Creditícios Financeiro,559.549229509985
59,Pessoais,680.588653045226
59,Alimentação,360.611589859155
59,Saúde,1610.05256918459
59,Educação,2201.94774040603
59,Especializado,7591.40773212302
59,Administração Pública,20.9038664722222
59,Outros,8260.61563615696
60,Agrícola,0
60,Construção Civil,310.994323256372
60,Indústria,2052.14676661859
60,Comércio,1251.31494746683
60,Transporte de Carga,0
60,Transporte de Passageiros,508.734780091638
60,Creditícios Financeiro,2233.99197416492
60,Pessoais,0
60,Alimentação,2109.68077638365
60,Saúde,620.726974894776
60,Educação,90.349166371609
60,Especializado,2975.91046085672
60,Administração Pública,90.349166371609
60,Outros,3143.6411582436
61,Agrícola,0
61,Construção Civil,287.121911960189
61,Indústria,0
61,Comércio,2910.51965320996
61,Transporte de Carga,0
61,Transporte de Passageiros,82.4595526478873
61,Creditícios Financeiro,945.116408644699
61,Pessoais,903.102631340378
61,Alimentação,1353.38183689908
61,Saúde,636.853514918646
61,Educação,2122.01327691865
61,Especializado,1479.17090658373
61,Administração Pública,424.692198775966
61,Outros,7590.22751552354
62,Agrícola,0
62,Construção Civil,338.301494313018
62,Indústria,970.941814933711
62,Comércio,3167.03232191532
62,Transporte de Carga,0
62,Transporte de Passageiros,23.7258094085367
62,Creditícios Financeiro,193.788231408536
62,Pessoais,206.985770434146
62,Alimentação,1596.53183434894
62,Saúde,2487.68759211062
62,Educação,1193.38868012866
62,Especializado,1157.5645328653
62,Administração Pública,3130.10031863255
62,Outros,5528.50877377231
63,Agrícola,0
63,Construção Civil,149.2652904531
63,Indústria,10.5670568101266
63,Comércio,71.0357613248904
63,Transporte de Carga,0
63,Transporte de Passageiros,10.1235389957806
63,Creditícios Financeiro,420.06965
63,Pessoais,0
63,Alimentação,10.1235389957806
63,Saúde,6589.27308722823
63,Educação,567.928017067671
63,Especializado,335.375416851449
63,Administração Pública,1157.6409871658
63,Outros,3328.41922669775
64,Agrícola,0
64,Construção Civil,663.775433647014
64,Indústria,816.476956262247
64,Comércio,9946.89916203922
64,Transporte de Carga,0
64,Transporte de Passageiros,116.059059287755
64,Creditícios Financeiro,472.417431864716
64,Pessoais,1919.77565205179
64,Alimentação,3158.21997345824
64,Saúde,5051.95191800349
64,Educação,1149.55416313361
64,Especializado,5665.13395473021
64,Administração Pública,706.886430870595
64,Outros,11604.6417229224
65,Agrícola,0
65,Construção Civil,0
65,Indústria,290.401710045516
65,Comércio,1241.5961139643
65,Transporte de Carga,568.250201346282
65,Transporte de Passageiros,193.410103656627
65,Creditícios Financeiro,202.334165283019
65,Pessoais,447.722315192077
65,Alimentação,1850.04048283099
65,Saúde,377.163238253062
65,Educação,2456.6393841557
65,Especializado,1599.352402711
65,Administração Pública,0
65,Outros,8328.81191348908
66,Agrícola,0
66,Construção Civil,1418.91897334292
66,Indústria,657.056466823473
66,Comércio,7961.94175266877
66,Transporte de Carga,0
66,Transporte de Passageiros,69.1020806250001
66,Creditícios Financeiro,720.752370573377
66,Pessoais,1151.93261817663
66,Alimentação,723.311359181748
66,Saúde,1598.46924899492
66,Educação,598.57494493302
66,Especializado,816.8889169254
66,Administração Pública,0
66,Outros,6810.4036028743
67,Agrícola,0
67,Construção Civil,83.314783034312
67,Indústria,70.9960409415584
67,Comércio,1280.32141592272
67,Transporte de Carga,0
67,Transporte de Passageiros,109.113058030844
67,Creditícios Financeiro,87.4245105441405
